State,Vintage,Dwellings,Year,HPI Yearly Percent Change,HPI Index Publication Base,Unemployment Rate,Unemployment,Employment,Labor Force,Employment-Population Ratio,Labor Force Participation Rate,Inflation Rate (%),Annual Change
Kansas,Existing,Single-Family,2004,4.336,87.089,5.5,80555.0,1378355.0,1458910.0,67.2,71.1,2.6772,0.41
Kentucky,Existing,Single-Family,2004,4.718,87.164,5.5,108185.0,1861750.0,1969935.0,58.6,62.0,2.6772,0.41
Louisiana,Existing,Single-Family,2004,5.534,75.551,5.7,115894.0,1914521.0,2030415.0,57.3,60.8,2.6772,0.41
Maine,Existing,Single-Family,2004,12.513,91.809,4.7,31907.0,654082.0,685989.0,63.2,66.2,2.6772,0.41
Maryland,Existing,Single-Family,2004,18.121,88.01,4.6,132925.0,2752186.0,2885111.0,65.4,68.6,2.6772,0.41
Massachusetts,Existing,Single-Family,2004,11.262,97.067,5.1,173839.0,3226991.0,3400830.0,64.0,67.4,2.6772,0.41
Michigan,Existing,Single-Family,2004,3.926,111.64,7.0,352186.0,4703962.0,5056148.0,61.0,65.6,2.6772,0.41
Minnesota,Existing,Single-Family,2004,9.159,98.726,4.6,132732.0,2760746.0,2893478.0,70.9,74.3,2.6772,0.41
Mississippi,Existing,Single-Family,2004,3.894,85.57,6.1,80859.0,1234123.0,1314982.0,57.8,61.6,2.6772,0.41
Missouri,Existing,Single-Family,2004,6.296,92.709,5.9,176121.0,2819803.0,2995924.0,64.3,68.3,2.6772,0.41
Montana,Existing,Single-Family,2004,9.842,70.503,4.5,21552.0,456674.0,478226.0,63.6,66.6,2.6772,0.41
Nebraska,Existing,Single-Family,2004,4.762,84.247,3.9,37914.0,935722.0,973636.0,71.2,74.0,2.6772,0.41
Nevada,Existing,Single-Family,2004,28.772,110.307,4.4,52446.0,1126205.0,1178651.0,64.1,67.1,2.6772,0.41
New Hampshire,Existing,Single-Family,2004,11.268,100.454,3.8,27224.0,688271.0,715495.0,68.3,71.0,2.6772,0.41
New Jersey,Existing,Single-Family,2004,14.963,95.267,4.9,213984.0,4134064.0,4348048.0,62.6,65.9,2.6772,0.41
New Mexico,Existing,Single-Family,2004,7.212,83.587,5.6,49460.0,841002.0,890462.0,59.5,63.0,2.6772,0.41
New York,Existing,Single-Family,2004,12.847,89.256,5.8,543880.0,8816050.0,9359930.0,59.1,62.7,2.6772,0.41
North Carolina,Existing,Single-Family,2004,3.925,86.72,5.9,251731.0,4036223.0,4287954.0,62.6,66.5,2.6772,0.41
North Dakota,Existing,Single-Family,2004,7.003,57.592,3.4,11958.0,341694.0,353652.0,69.8,72.3,2.6772,0.41
Ohio,Existing,Single-Family,2004,3.552,102.373,6.3,366496.0,5487218.0,5853714.0,62.5,66.6,2.6772,0.41
Oklahoma,Existing,Single-Family,2004,4.096,78.881,4.7,79706.0,1610799.0,1690505.0,61.1,64.1,2.6772,0.41
Oregon,Existing,Single-Family,2004,9.501,73.13,7.4,135846.0,1709561.0,1845407.0,61.5,66.3,2.6772,0.41
Pennsylvania,Existing,Single-Family,2004,10.305,83.784,5.4,334221.0,5878607.0,6212828.0,60.9,64.4,2.6772,0.41
Rhode Island,Existing,Single-Family,2004,18.666,108.153,5.3,29190.0,526489.0,555679.0,62.9,66.4,2.6772,0.41
South Carolina,Existing,Single-Family,2004,4.546,86.026,7.4,152142.0,1891722.0,2043864.0,59.5,64.3,2.6772,0.41
South Dakota,Existing,Single-Family,2004,5.71,74.324,3.6,15335.0,410618.0,425953.0,70.4,73.1,2.6772,0.41
Tennessee,Existing,Single-Family,2004,4.095,81.478,5.3,154881.0,2742911.0,2897792.0,60.4,63.8,2.6772,0.41
Texas,Existing,Single-Family,2004,2.743,71.254,6.0,662144.0,10336114.0,10998258.0,63.3,67.4,2.6772,0.41
Utah,Existing,Single-Family,2004,3.134,71.734,5.0,61694.0,1170046.0,1231740.0,67.6,71.2,2.6772,0.41
Vermont,Existing,Single-Family,2004,13.402,81.498,3.7,12797.0,334555.0,347352.0,68.0,70.6,2.6772,0.41
Virginia,Existing,Single-Family,2004,14.975,83.029,4.1,156108.0,3658421.0,3814529.0,65.1,67.9,2.6772,0.41
Washington,Existing,Single-Family,2004,9.511,75.068,6.3,201073.0,2988316.0,3189389.0,63.1,67.3,2.6772,0.41
West Virginia,Existing,Single-Family,2004,6.272,83.514,5.8,45538.0,743989.0,789527.0,51.9,55.1,2.6772,0.41
Wisconsin,Existing,Single-Family,2004,8.098,95.122,5.0,151048.0,2883573.0,3034621.0,67.9,71.4,2.6772,0.41
Wyoming,Existing,Single-Family,2004,9.281,68.478,3.8,10549.0,264187.0,274736.0,68.4,71.1,2.6772,0.41
Alabama,Existing,Single-Family,2005,7.045,93.01,4.4,95122.0,2045234.0,2140356.0,58.8,61.6,3.3927,0.72
Alaska,Existing,Single-Family,2005,12.267,80.872,6.9,23884.0,320273.0,344157.0,66.7,71.7,3.3927,0.72
Arizona,Existing,Single-Family,2005,29.736,110.091,4.7,133499.0,2729018.0,2862517.0,61.1,64.1,3.3927,0.72
Arkansas,Existing,Single-Family,2005,7.344,91.625,5.3,70217.0,1263663.0,1333880.0,59.8,63.1,3.3927,0.72
California,Existing,Single-Family,2005,23.521,111.634,5.4,944309.0,16593622.0,17537931.0,62.0,65.5,3.3927,0.72
Colorado,Existing,Single-Family,2005,4.885,81.662,5.1,130248.0,2442134.0,2572382.0,68.8,72.5,3.3927,0.72
Connecticut,Existing,Single-Family,2005,12.204,113.915,4.8,86366.0,1707935.0,1794301.0,63.8,67.0,3.3927,0.72
Delaware,Existing,Single-Family,2005,15.341,104.67,4.5,19547.0,413828.0,433375.0,64.2,67.2,3.3927,0.72
Florida,Existing,Single-Family,2005,25.73,117.343,2.9,246933.0,8400346.0,8647279.0,60.5,62.2,3.3927,0.72
Georgia,Existing,Single-Family,2005,5.614,102.287,5.7,261895.0,4336264.0,4598159.0,64.3,68.1,3.3927,0.72
Hawaii,Existing,Single-Family,2005,24.506,85.922,2.8,17677.0,607853.0,625530.0,63.9,65.8,3.3927,0.72
Idaho,Existing,Single-Family,2005,15.137,89.898,4.0,28954.0,701400.0,730354.0,66.4,69.1,3.3927,0.72
Illinois,Existing,Single-Family,2005,8.856,109.831,5.7,366082.0,6044685.0,6410767.0,62.9,66.7,3.3927,0.72
Indiana,Existing,Single-Family,2005,3.628,96.297,5.4,172957.0,3029258.0,3202215.0,63.7,67.4,3.3927,0.72
Iowa,Existing,Single-Family,2005,4.93,88.626,4.3,69988.0,1558522.0,1628510.0,68.5,71.6,3.3927,0.72
Kansas,Existing,Single-Family,2005,4.533,91.037,5.1,74113.0,1384654.0,1458767.0,67.0,70.6,3.3927,0.72
Kentucky,Existing,Single-Family,2005,5.014,91.534,5.9,116979.0,1874747.0,1991726.0,58.5,62.1,3.3927,0.72
Louisiana,Existing,Single-Family,2005,6.886,80.753,7.2,148723.0,1929492.0,2078215.0,58.6,63.2,3.3927,0.72
Maine,Existing,Single-Family,2005,11.366,102.244,4.9,34104.0,661176.0,695280.0,63.4,66.6,3.3927,0.72
Maryland,Existing,Single-Family,2005,21.523,106.952,4.5,131621.0,2799960.0,2931581.0,65.8,68.9,3.3927,0.72
Massachusetts,Existing,Single-Family,2005,9.373,106.165,4.8,162583.0,3222953.0,3385536.0,63.6,66.9,3.3927,0.72
Michigan,Existing,Single-Family,2005,3.306,115.331,6.8,343901.0,4725701.0,5069602.0,61.1,65.5,3.3927,0.72
Minnesota,Existing,Single-Family,2005,8.154,106.777,4.1,118489.0,2762419.0,2880908.0,70.3,73.3,3.3927,0.72
Mississippi,Existing,Single-Family,2005,5.778,90.514,7.6,100048.0,1217359.0,1317407.0,56.8,61.5,3.3927,0.72
Missouri,Existing,Single-Family,2005,6.609,98.837,5.4,163301.0,2847795.0,3011096.0,64.2,67.9,3.3927,0.72
Montana,Existing,Single-Family,2005,12.457,79.286,4.1,19818.0,465728.0,485546.0,64.0,66.7,3.3927,0.72
Nebraska,Existing,Single-Family,2005,4.428,87.977,3.8,36845.0,935914.0,972759.0,70.7,73.5,3.3927,0.72
Nevada,Existing,Single-Family,2005,23.462,136.186,4.1,50862.0,1177587.0,1228449.0,64.7,67.5,3.3927,0.72
New Hampshire,Existing,Single-Family,2005,10.608,111.11,3.6,26435.0,699666.0,726101.0,68.6,71.2,3.3927,0.72
New Jersey,Existing,Single-Family,2005,15.747,110.268,4.4,194908.0,4192396.0,4387304.0,63.2,66.2,3.3927,0.72
New Mexico,Existing,Single-Family,2005,11.897,93.531,5.2,47285.0,858722.0,906007.0,59.8,63.1,3.3927,0.72
New York,Existing,Single-Family,2005,12.954,100.819,5.0,469312.0,8986176.0,9455488.0,59.9,63.0,3.3927,0.72
North Carolina,Existing,Single-Family,2005,6.449,92.312,5.6,243718.0,4105112.0,4348830.0,62.5,66.2,3.3927,0.72
North Dakota,Existing,Single-Family,2005,8.104,62.259,3.3,11790.0,344595.0,356385.0,70.1,72.5,3.3927,0.72
Ohio,Existing,Single-Family,2005,3.532,105.989,5.9,349262.0,5531429.0,5880691.0,62.7,66.7,3.3927,0.72
Oklahoma,Existing,Single-Family,2005,5.096,82.901,4.3,74285.0,1635004.0,1709289.0,61.5,64.3,3.3927,0.72
Oregon,Existing,Single-Family,2005,16.608,85.275,6.2,114187.0,1734710.0,1848897.0,61.4,65.5,3.3927,0.72
Pennsylvania,Existing,Single-Family,2005,11.657,93.551,5.0,312755.0,5943887.0,6256642.0,61.3,64.5,3.3927,0.72
Rhode Island,Existing,Single-Family,2005,13.668,122.936,5.1,28904.0,534535.0,563439.0,63.9,67.3,3.3927,0.72
South Carolina,Existing,Single-Family,2005,7.606,92.57,7.3,151467.0,1919644.0,2071111.0,59.4,64.0,3.3927,0.72
South Dakota,Existing,Single-Family,2005,7.009,79.533,3.6,15273.0,414088.0,429361.0,70.2,72.8,3.3927,0.72
Tennessee,Existing,Single-Family,2005,6.495,86.771,5.5,160266.0,2738224.0,2898490.0,59.4,62.9,3.3927,0.72
Texas,Existing,Single-Family,2005,4.421,74.404,5.5,611321.0,10561373.0,11172694.0,63.5,67.2,3.3927,0.72
Utah,Existing,Single-Family,2005,9.603,78.623,4.0,51826.0,1228827.0,1280653.0,69.1,72.0,3.3927,0.72
Vermont,Existing,Single-Family,2005,13.988,92.898,3.5,12114.0,337407.0,349521.0,68.1,70.5,3.3927,0.72
Virginia,Existing,Single-Family,2005,19.306,99.058,3.8,149962.0,3756587.0,3906549.0,65.8,68.5,3.3927,0.72
Washington,Existing,Single-Family,2005,15.946,87.039,5.6,182714.0,3077058.0,3259772.0,63.9,67.7,3.3927,0.72
West Virginia,Existing,Single-Family,2005,9.828,91.722,5.5,43355.0,751202.0,794557.0,52.3,55.4,3.3927,0.72
Wisconsin,Existing,Single-Family,2005,7.793,102.536,4.8,143991.0,2885671.0,3029662.0,67.3,70.7,3.3927,0.72
Wyoming,Existing,Single-Family,2005,11.393,76.279,3.6,9911.0,269172.0,279083.0,69.0,71.6,3.3927,0.72
Alabama,Existing,Single-Family,2006,7.922,100.378,4.0,86800.0,2083207.0,2170007.0,59.1,61.6,3.2259,-0.17
Alaska,Existing,Single-Family,2006,9.906,88.883,6.6,23084.0,325672.0,348756.0,66.5,71.2,3.2259,-0.17
Arizona,Existing,Single-Family,2006,18.588,130.555,4.3,127625.0,2843054.0,2970679.0,61.4,64.2,3.2259,-0.17
Arkansas,Existing,Single-Family,2006,6.095,97.209,5.2,70532.0,1276000.0,1346532.0,59.5,62.8,3.2259,-0.17
California,Existing,Single-Family,2006,10.226,123.05,4.9,863334.0,16797845.0,17661179.0,62.2,65.4,3.2259,-0.17
Colorado,Existing,Single-Family,2006,3.053,84.155,4.2,111902.0,2528550.0,2640452.0,69.8,72.9,3.2259,-0.17
Connecticut,Existing,Single-Family,2006,5.66,120.362,4.4,80698.0,1750385.0,1831083.0,65.0,68.0,3.2259,-0.17
Delaware,Existing,Single-Family,2006,9.53,114.644,3.9,17233.0,425995.0,443228.0,64.8,67.4,3.2259,-0.17
Florida,Existing,Single-Family,2006,15.851,135.943,2.5,219940.0,8707158.0,8927098.0,61.5,63.0,3.2259,-0.17
Georgia,Existing,Single-Family,2006,4.574,106.966,5.1,239043.0,4474820.0,4713863.0,64.7,68.2,3.2259,-0.17
Hawaii,Existing,Single-Family,2006,14.403,98.298,2.5,16053.0,619362.0,635415.0,64.5,66.1,3.2259,-0.17
Idaho,Existing,Single-Family,2006,16.748,104.954,3.4,25627.0,718848.0,744475.0,66.2,68.5,3.2259,-0.17
Illinois,Existing,Single-Family,2006,5.644,116.029,4.6,297770.0,6217917.0,6515687.0,64.3,67.3,3.2259,-0.17
Indiana,Existing,Single-Family,2006,1.546,97.786,5.0,160219.0,3075761.0,3235980.0,64.1,67.5,3.2259,-0.17
Iowa,Existing,Single-Family,2006,2.634,90.96,3.7,60580.0,1595344.0,1655924.0,69.6,72.3,3.2259,-0.17
Kansas,Existing,Single-Family,2006,3.143,93.898,4.4,64603.0,1402950.0,1467553.0,67.4,70.6,3.2259,-0.17
Kentucky,Existing,Single-Family,2006,3.25,94.509,5.7,115564.0,1910580.0,2026144.0,58.9,62.4,3.2259,-0.17
Louisiana,Existing,Single-Family,2006,10.84,89.507,4.1,81821.0,1919476.0,2001297.0,60.0,62.6,3.2259,-0.17
Maine,Existing,Single-Family,2006,4.26,106.599,4.7,32946.0,667801.0,700747.0,63.6,66.7,3.2259,-0.17
Maryland,Existing,Single-Family,2006,12.822,120.666,4.2,124396.0,2860048.0,2984444.0,66.6,69.5,3.2259,-0.17
Massachusetts,Existing,Single-Family,2006,0.755,106.966,4.7,160659.0,3251029.0,3411688.0,63.8,67.0,3.2259,-0.17
Michigan,Existing,Single-Family,2006,-1.516,113.583,7.0,355349.0,4701385.0,5056734.0,60.6,65.1,3.2259,-0.17
Minnesota,Existing,Single-Family,2006,2.673,109.631,4.1,117442.0,2772171.0,2889613.0,69.8,72.8,3.2259,-0.17
Mississippi,Existing,Single-Family,2006,8.755,98.438,6.4,81328.0,1199290.0,1280618.0,55.8,59.6,3.2259,-0.17
Missouri,Existing,Single-Family,2006,3.975,102.766,4.9,147858.0,2888798.0,3036656.0,64.4,67.7,3.2259,-0.17
Montana,Existing,Single-Family,2006,11.471,88.381,3.3,16440.0,478726.0,495166.0,64.7,66.9,3.2259,-0.17
Nebraska,Existing,Single-Family,2006,1.853,89.608,3.0,29489.0,941941.0,971430.0,70.6,72.8,3.2259,-0.17
Nevada,Existing,Single-Family,2006,8.456,147.703,4.0,52249.0,1239263.0,1291512.0,65.8,68.6,3.2259,-0.17
New Hampshire,Existing,Single-Family,2006,2.974,114.414,3.5,25729.0,706655.0,732384.0,68.4,70.9,3.2259,-0.17
New Jersey,Existing,Single-Family,2006,8.661,119.818,4.6,204798.0,4231848.0,4436646.0,63.6,66.6,3.2259,-0.17
New Mexico,Existing,Single-Family,2006,13.314,105.984,4.2,38367.0,876100.0,914467.0,59.9,62.6,3.2259,-0.17
New York,Existing,Single-Family,2006,6.511,107.383,4.5,429417.0,9090969.0,9520386.0,60.2,63.0,3.2259,-0.17
North Carolina,Existing,Single-Family,2006,7.189,98.949,5.1,228299.0,4232804.0,4461103.0,63.0,66.4,3.2259,-0.17
North Dakota,Existing,Single-Family,2006,6.257,66.154,3.1,11302.0,351410.0,362712.0,71.2,73.4,3.2259,-0.17
Ohio,Existing,Single-Family,2006,0.457,106.474,5.4,321252.0,5635968.0,5957220.0,63.6,67.2,3.2259,-0.17
Oklahoma,Existing,Single-Family,2006,4.723,86.817,3.9,66922.0,1647518.0,1714440.0,61.2,63.7,3.2259,-0.17
Oregon,Existing,Single-Family,2006,16.634,99.46,5.4,101119.0,1780651.0,1881770.0,61.9,65.4,3.2259,-0.17
Pennsylvania,Existing,Single-Family,2006,7.702,100.756,4.7,295203.0,6002761.0,6297964.0,61.5,64.5,3.2259,-0.17
Rhode Island,Existing,Single-Family,2006,4.049,127.914,5.2,29911.0,541675.0,571586.0,64.7,68.2,3.2259,-0.17
South Carolina,Existing,Single-Family,2006,7.553,99.561,6.9,147453.0,2001245.0,2148698.0,60.5,65.0,3.2259,-0.17
South Dakota,Existing,Single-Family,2006,4.72,83.287,3.0,12944.0,419816.0,432760.0,70.3,72.5,3.2259,-0.17
Tennessee,Existing,Single-Family,2006,7.12,92.949,5.3,158670.0,2856079.0,3014749.0,60.9,64.2,3.2259,-0.17
Texas,Existing,Single-Family,2006,5.657,78.614,5.0,564326.0,10770786.0,11335112.0,63.3,66.7,3.2259,-0.17
Utah,Existing,Single-Family,2006,15.737,90.996,2.8,37993.0,1295285.0,1333278.0,70.6,72.6,3.2259,-0.17
Vermont,Existing,Single-Family,2006,7.999,100.329,3.7,13162.0,342232.0,355394.0,68.5,71.2,3.2259,-0.17
Virginia,Existing,Single-Family,2006,10.478,109.437,3.3,132218.0,3844285.0,3976503.0,66.4,68.7,3.2259,-0.17
Washington,Existing,Single-Family,2006,15.62,100.635,5.0,165704.0,3164354.0,3330058.0,64.4,67.7,3.2259,-0.17
West Virginia,Existing,Single-Family,2006,5.851,97.089,5.2,41585.0,763325.0,804910.0,53.0,55.9,3.2259,-0.17
Wisconsin,Existing,Single-Family,2006,3.378,106.0,4.7,142691.0,2923575.0,3066266.0,67.6,70.9,3.2259,-0.17
Wyoming,Existing,Single-Family,2006,12.707,85.972,3.0,8516.0,276310.0,284826.0,69.8,71.9,3.2259,-0.17
Alabama,Existing,Single-Family,2007,4.718,105.114,4.1,88418.0,2092030.0,2180448.0,58.8,61.3,2.8527,-0.37
Alaska,Existing,Single-Family,2007,3.906,92.355,6.3,21924.0,328309.0,350233.0,66.2,70.6,2.8527,-0.37
Arizona,Existing,Single-Family,2007,-0.995,129.256,3.8,113661.0,2905144.0,3018805.0,61.0,63.4,2.8527,-0.37
Arkansas,Existing,Single-Family,2007,2.992,100.118,5.4,72909.0,1277902.0,1350811.0,59.0,62.4,2.8527,-0.37
California,Existing,Single-Family,2007,-5.412,116.391,5.3,955326.0,16955400.0,17910726.0,62.2,65.7,2.8527,-0.37
Colorado,Existing,Single-Family,2007,1.241,85.2,3.7,99402.0,2588340.0,2687742.0,70.1,72.8,2.8527,-0.37
Connecticut,Existing,Single-Family,2007,0.236,120.646,4.5,82961.0,1773047.0,1856008.0,65.5,68.5,2.8527,-0.37
Delaware,Existing,Single-Family,2007,2.466,117.471,3.6,16103.0,429203.0,445306.0,64.2,66.7,2.8527,-0.37
Florida,Existing,Single-Family,2007,-2.596,132.413,3.3,300155.0,8813449.0,9113604.0,61.5,63.6,2.8527,-0.37
Georgia,Existing,Single-Family,2007,2.877,110.044,4.9,236962.0,4573302.0,4810264.0,64.7,68.0,2.8527,-0.37
Hawaii,Existing,Single-Family,2007,1.998,100.262,2.7,17486.0,619224.0,636710.0,63.9,65.8,2.8527,-0.37
Idaho,Existing,Single-Family,2007,5.933,111.18,3.1,23132.0,732155.0,755287.0,65.8,67.9,2.8527,-0.37
Illinois,Existing,Single-Family,2007,1.44,117.7,5.1,337789.0,6301409.0,6639198.0,64.7,68.1,2.8527,-0.37
Indiana,Existing,Single-Family,2007,1.39,99.145,4.6,148041.0,3054548.0,3202589.0,63.2,66.2,2.8527,-0.37
Iowa,Existing,Single-Family,2007,2.188,92.951,3.7,61648.0,1600507.0,1662155.0,69.4,72.1,2.8527,-0.37
Kansas,Existing,Single-Family,2007,2.658,96.394,4.3,63305.0,1422109.0,1485414.0,67.8,70.9,2.8527,-0.37
Kentucky,Existing,Single-Family,2007,2.376,96.754,5.4,109777.0,1925716.0,2035493.0,58.8,62.2,2.8527,-0.37
Louisiana,Existing,Single-Family,2007,5.146,94.113,4.1,83145.0,1943648.0,2026793.0,59.1,61.6,2.8527,-0.37
Maine,Existing,Single-Family,2007,1.47,108.166,4.7,32692.0,667061.0,699753.0,63.1,66.2,2.8527,-0.37
Maryland,Existing,Single-Family,2007,1.749,122.776,3.7,111323.0,2877994.0,2989317.0,66.5,69.1,2.8527,-0.37
Massachusetts,Existing,Single-Family,2007,-3.248,103.492,4.5,155327.0,3277912.0,3433239.0,63.8,66.9,2.8527,-0.37
Michigan,Existing,Single-Family,2007,-4.226,108.783,7.1,354668.0,4640173.0,4994841.0,59.7,64.2,2.8527,-0.37
Minnesota,Existing,Single-Family,2007,-0.71,108.852,4.6,133250.0,2765611.0,2898861.0,68.9,72.2,2.8527,-0.37
Mississippi,Existing,Single-Family,2007,4.982,103.342,6.2,79789.0,1213549.0,1293338.0,55.9,59.6,2.8527,-0.37
Missouri,Existing,Single-Family,2007,1.793,104.608,5.1,155615.0,2902504.0,3058119.0,64.0,67.5,2.8527,-0.37
Montana,Existing,Single-Family,2007,7.182,94.729,3.4,16966.0,488129.0,505095.0,65.0,67.3,2.8527,-0.37
Nebraska,Existing,Single-Family,2007,1.206,90.689,2.9,28725.0,950318.0,979043.0,70.8,72.9,2.8527,-0.37
Nevada,Existing,Single-Family,2007,-4.437,141.149,4.6,61795.0,1282414.0,1344209.0,66.2,69.4,2.8527,-0.37
New Hampshire,Existing,Single-Family,2007,-1.464,112.738,3.5,25905.0,712023.0,737928.0,68.3,70.8,2.8527,-0.37
New Jersey,Existing,Single-Family,2007,-0.089,119.712,4.2,187110.0,4248982.0,4436092.0,63.5,66.3,2.8527,-0.37
New Mexico,Existing,Single-Family,2007,6.278,112.638,3.6,33108.0,887565.0,920673.0,59.9,62.1,2.8527,-0.37
New York,Existing,Single-Family,2007,0.574,107.999,4.4,422736.0,9088287.0,9511023.0,59.8,62.6,2.8527,-0.37
North Carolina,Existing,Single-Family,2007,5.324,104.217,5.1,230902.0,4297692.0,4528594.0,62.5,65.8,2.8527,-0.37
North Dakota,Existing,Single-Family,2007,4.942,69.424,3.0,11130.0,356434.0,367564.0,71.9,74.1,2.8527,-0.37
Ohio,Existing,Single-Family,2007,-0.903,105.512,5.6,337945.0,5679258.0,6017203.0,63.8,67.6,2.8527,-0.37
Oklahoma,Existing,Single-Family,2007,4.289,90.54,4.0,68475.0,1654796.0,1723271.0,60.9,63.4,2.8527,-0.37
Oregon,Existing,Single-Family,2007,5.606,105.036,5.2,98587.0,1812303.0,1910890.0,61.9,65.3,2.8527,-0.37
Pennsylvania,Existing,Single-Family,2007,2.819,103.596,4.6,288943.0,6057645.0,6346588.0,61.6,64.6,2.8527,-0.37
Rhode Island,Existing,Single-Family,2007,-2.636,124.542,5.1,29130.0,541956.0,571086.0,64.7,68.2,2.8527,-0.37
South Carolina,Existing,Single-Family,2007,4.49,104.032,6.1,130705.0,2024493.0,2155198.0,60.0,63.9,2.8527,-0.37
South Dakota,Existing,Single-Family,2007,3.933,86.563,2.8,12385.0,423910.0,436295.0,70.1,72.1,2.8527,-0.37
Tennessee,Existing,Single-Family,2007,4.637,97.26,4.6,141312.0,2901946.0,3043258.0,61.0,63.9,2.8527,-0.37
Texas,Existing,Single-Family,2007,5.16,82.67,4.4,500878.0,10940176.0,11441054.0,62.9,65.8,2.8527,-0.37
Utah,Existing,Single-Family,2007,12.225,102.12,2.6,35401.0,1342237.0,1377638.0,71.0,72.9,2.8527,-0.37
Vermont,Existing,Single-Family,2007,2.592,102.929,3.9,13901.0,339367.0,353268.0,67.6,70.3,2.8527,-0.37
Virginia,Existing,Single-Family,2007,1.761,111.365,3.3,132788.0,3906626.0,4039414.0,66.7,69.0,2.8527,-0.37
Washington,Existing,Single-Family,2007,6.982,107.661,4.6,156610.0,3244794.0,3401404.0,64.8,68.0,2.8527,-0.37
West Virginia,Existing,Single-Family,2007,2.058,99.087,4.8,38788.0,765517.0,804305.0,53.0,55.7,2.8527,-0.37
Wisconsin,Existing,Single-Family,2007,1.271,107.347,4.8,148722.0,2938876.0,3087598.0,67.4,70.8,2.8527,-0.37
Wyoming,Existing,Single-Family,2007,9.855,94.445,2.6,7676.0,283072.0,290748.0,70.1,72.0,2.8527,-0.37
Alabama,Existing,Single-Family,2008,1.125,106.296,5.8,127275.0,2049579.0,2176854.0,57.1,60.6,3.8391,0.99
Alaska,Existing,Single-Family,2008,-0.416,91.971,6.5,22934.0,332364.0,355298.0,66.2,70.8,3.8391,0.99
Arizona,Existing,Single-Family,2008,-13.859,111.342,5.8,179295.0,2916698.0,3095993.0,59.9,63.6,3.8391,0.99
Arkansas,Existing,Single-Family,2008,-0.362,99.756,5.4,73541.0,1284175.0,1357716.0,58.7,62.1,3.8391,0.99
California,Existing,Single-Family,2008,-19.973,93.144,7.3,1323825.0,16856082.0,18179907.0,61.1,65.9,3.8391,0.99
Colorado,Existing,Single-Family,2008,-0.898,84.435,4.9,132686.0,2601712.0,2734398.0,69.1,72.6,3.8391,0.99
Connecticut,Existing,Single-Family,2008,-4.269,115.495,5.6,105727.0,1772393.0,1878120.0,65.0,68.9,3.8391,0.99
Delaware,Existing,Single-Family,2008,-3.305,113.589,5.0,22571.0,427694.0,450265.0,63.1,66.4,3.8391,0.99
Florida,Existing,Single-Family,2008,-17.119,109.746,5.7,520246.0,8636212.0,9156458.0,59.7,63.2,3.8391,0.99
Georgia,Existing,Single-Family,2008,-2.25,107.568,6.8,328435.0,4534790.0,4863225.0,63.0,67.6,3.8391,0.99
Hawaii,Existing,Single-Family,2008,-4.802,95.447,4.0,25759.0,615767.0,641526.0,63.1,65.8,3.8391,0.99
Idaho,Existing,Single-Family,2008,-2.536,108.361,5.0,37848.0,721828.0,759676.0,63.6,67.0,3.8391,0.99
Illinois,Existing,Single-Family,2008,-3.906,113.103,6.5,430763.0,6222179.0,6652942.0,63.4,67.8,3.8391,0.99
Indiana,Existing,Single-Family,2008,-0.598,98.552,5.9,191197.0,3053593.0,3244790.0,62.6,66.6,3.8391,0.99
Iowa,Existing,Single-Family,2008,0.479,93.396,4.1,69750.0,1612459.0,1682209.0,69.5,72.5,3.8391,0.99
Kansas,Existing,Single-Family,2008,-0.174,96.226,4.6,68343.0,1425022.0,1493365.0,67.5,70.7,3.8391,0.99
Kentucky,Existing,Single-Family,2008,0.595,97.33,6.5,131950.0,1906275.0,2038225.0,57.6,61.6,3.8391,0.99
Louisiana,Existing,Single-Family,2008,0.368,94.459,4.7,96016.0,1968676.0,2064692.0,58.7,61.6,3.8391,0.99
Maine,Existing,Single-Family,2008,-1.659,106.371,5.3,37489.0,664441.0,701930.0,62.5,66.1,3.8391,0.99
Maryland,Existing,Single-Family,2008,-7.365,113.733,4.5,136426.0,2891508.0,3027934.0,66.4,69.5,3.8391,0.99
Massachusetts,Existing,Single-Family,2008,-5.337,97.968,5.3,183607.0,3282299.0,3465906.0,63.3,66.9,3.8391,0.99
Michigan,Existing,Single-Family,2008,-7.778,100.322,8.2,402532.0,4513249.0,4915781.0,58.1,63.2,3.8391,0.99
Minnesota,Existing,Single-Family,2008,-4.971,103.442,5.4,157560.0,2756573.0,2914133.0,68.1,72.0,3.8391,0.99
Mississippi,Existing,Single-Family,2008,-0.149,103.188,6.7,86517.0,1206858.0,1293375.0,55.2,59.1,3.8391,0.99
Missouri,Existing,Single-Family,2008,-1.582,102.953,6.2,189651.0,2875600.0,3065251.0,62.8,67.0,3.8391,0.99
Montana,Existing,Single-Family,2008,1.336,95.994,4.7,24019.0,488259.0,512278.0,64.2,67.4,3.8391,0.99
Nebraska,Existing,Single-Family,2008,-0.3,90.417,3.2,32067.0,955470.0,987537.0,70.7,73.0,3.8391,0.99
Nevada,Existing,Single-Family,2008,-20.066,112.826,6.9,94318.0,1278789.0,1373107.0,64.7,69.5,3.8391,0.99
New Hampshire,Existing,Single-Family,2008,-4.68,107.462,3.7,27805.0,715076.0,742881.0,68.0,70.7,3.8391,0.99
New Jersey,Existing,Single-Family,2008,-5.467,113.168,5.4,244481.0,4251455.0,4495936.0,63.2,66.9,3.8391,0.99
