State,Vintage,Dwellings,Year,HPI Yearly Percent Change,HPI Index Publication Base,Unemployment Rate,Unemployment,Employment,Labor Force,Employment-Population Ratio,Labor Force Participation Rate,Inflation Rate (%),Annual Change
Georgia,Existing,Single-Family,2017,6.028,112.547,4.8,243076.0,4864813.0,5107889.0,60.8,63.9,2.1301,0.87
Hawaii,Existing,Single-Family,2017,3.922,110.38,2.2,15438.0,679865.0,695303.0,60.7,62.0,2.1301,0.87
Idaho,Existing,Single-Family,2017,9.087,117.124,3.2,26901.0,812875.0,839776.0,61.8,63.9,2.1301,0.87
Illinois,Existing,Single-Family,2017,2.463,105.543,4.9,324358.0,6237933.0,6562291.0,61.5,64.7,2.1301,0.87
Indiana,Existing,Single-Family,2017,4.394,107.945,3.5,116644.0,3217049.0,3333693.0,62.0,64.2,2.1301,0.87
Iowa,Existing,Single-Family,2017,3.762,107.351,3.1,51835.0,1645660.0,1697495.0,66.8,68.9,2.1301,0.87
Kansas,Existing,Single-Family,2017,4.248,108.691,3.6,53830.0,1434516.0,1488346.0,64.4,66.8,2.1301,0.87
Kentucky,Existing,Single-Family,2017,4.642,108.616,4.8,98164.0,1955234.0,2053398.0,56.0,58.8,2.1301,0.87
Louisiana,Existing,Single-Family,2017,2.379,105.937,5.1,107998.0,2000487.0,2108485.0,55.8,58.8,2.1301,0.87
Maine,Existing,Single-Family,2017,4.691,108.672,3.4,23707.0,680164.0,703871.0,61.5,63.6,2.1301,0.87
Maryland,Existing,Single-Family,2017,2.608,105.487,4.0,129316.0,3114580.0,3243896.0,64.9,67.6,2.1301,0.87
Massachusetts,Existing,Single-Family,2017,5.408,110.561,3.8,142131.0,3582389.0,3724520.0,63.4,65.9,2.1301,0.87
Michigan,Existing,Single-Family,2017,6.622,112.385,4.6,225394.0,4685853.0,4911247.0,58.6,61.4,2.1301,0.87
Minnesota,Existing,Single-Family,2017,5.798,110.784,3.5,107176.0,2963830.0,3071006.0,67.7,70.1,2.1301,0.87
Mississippi,Existing,Single-Family,2017,2.308,104.941,5.2,66583.0,1206102.0,1272685.0,52.8,55.7,2.1301,0.87
Missouri,Existing,Single-Family,2017,4.318,108.763,3.7,114220.0,2939306.0,3053526.0,61.6,63.9,2.1301,0.87
Montana,Existing,Single-Family,2017,5.019,109.041,4.1,21570.0,506871.0,528441.0,60.6,63.2,2.1301,0.87
Nebraska,Existing,Single-Family,2017,5.844,110.145,3.0,30423.0,992740.0,1023163.0,67.4,69.4,2.1301,0.87
Nevada,Existing,Single-Family,2017,9.689,119.885,5.0,72240.0,1372022.0,1444262.0,59.4,62.6,2.1301,0.87
New Hampshire,Existing,Single-Family,2017,5.154,109.351,2.8,21215.0,736918.0,758133.0,66.2,68.1,2.1301,0.87
New Jersey,Existing,Single-Family,2017,1.984,104.546,4.5,208802.0,4406151.0,4614953.0,60.6,63.5,2.1301,0.87
New Mexico,Existing,Single-Family,2017,3.096,106.112,6.1,57593.0,890988.0,948581.0,54.8,58.3,2.1301,0.87
New York,Existing,Single-Family,2017,4.509,108.075,4.6,455420.0,9382750.0,9838170.0,58.0,60.8,2.1301,0.87
North Carolina,Existing,Single-Family,2017,5.27,110.438,4.5,219688.0,4646212.0,4865900.0,58.6,61.3,2.1301,0.87
North Dakota,Existing,Single-Family,2017,1.356,103.781,2.6,10864.0,404901.0,415765.0,68.9,70.7,2.1301,0.87
Ohio,Existing,Single-Family,2017,4.756,108.876,5.0,289496.0,5529479.0,5818975.0,59.9,63.0,2.1301,0.87
Oklahoma,Existing,Single-Family,2017,3.38,106.101,4.0,73539.0,1752733.0,1826272.0,58.7,61.1,2.1301,0.87
Oregon,Existing,Single-Family,2017,8.269,119.999,4.1,84179.0,1991503.0,2075682.0,59.8,62.4,2.1301,0.87
Pennsylvania,Existing,Single-Family,2017,3.389,106.168,5.0,323340.0,6161913.0,6485253.0,59.5,62.6,2.1301,0.87
Rhode Island,Existing,Single-Family,2017,5.928,110.646,4.5,25592.0,542552.0,568144.0,61.5,64.4,2.1301,0.87
South Carolina,Existing,Single-Family,2017,5.391,110.698,4.2,95058.0,2166708.0,2261766.0,55.6,58.0,2.1301,0.87
South Dakota,Existing,Single-Family,2017,4.974,109.561,3.1,13889.0,441450.0,455339.0,67.0,69.2,2.1301,0.87
Tennessee,Existing,Single-Family,2017,6.929,113.291,3.7,119517.0,3077515.0,3197032.0,58.2,60.5,2.1301,0.87
Texas,Existing,Single-Family,2017,7.126,114.769,4.3,585966.0,12888025.0,13473991.0,61.0,63.8,2.1301,0.87
Utah,Existing,Single-Family,2017,8.628,116.462,3.1,48939.0,1505413.0,1554352.0,66.6,68.8,2.1301,0.87
Vermont,Existing,Single-Family,2017,2.272,103.667,3.0,10687.0,344698.0,355385.0,65.3,67.3,2.1301,0.87
Virginia,Existing,Single-Family,2017,2.968,105.428,3.7,159687.0,4193290.0,4352977.0,63.3,65.7,2.1301,0.87
Washington,Existing,Single-Family,2017,10.412,121.791,4.6,172929.0,3554754.0,3727683.0,60.8,63.7,2.1301,0.87
West Virginia,Existing,Single-Family,2017,0.927,102.895,5.2,40958.0,743786.0,784744.0,50.7,53.5,2.1301,0.87
Wisconsin,Existing,Single-Family,2017,4.99,109.161,3.3,102409.0,3039348.0,3141757.0,65.8,68.0,2.1301,0.87
Wyoming,Existing,Single-Family,2017,1.383,103.463,4.3,12638.0,281164.0,293802.0,63.1,65.9,2.1301,0.87
Alabama,Existing,Single-Family,2018,4.092,110.324,3.9,87839.0,2152270.0,2240109.0,55.0,57.3,2.4426,0.31
Alaska,Existing,Single-Family,2018,1.028,104.318,6.0,21431.0,334068.0,355499.0,61.2,65.1,2.4426,0.31
Arizona,Existing,Single-Family,2018,7.887,123.823,4.8,159708.0,3166013.0,3325721.0,58.3,61.2,2.4426,0.31
Arkansas,Existing,Single-Family,2018,3.683,110.211,3.7,49053.0,1294809.0,1343862.0,55.8,57.9,2.4426,0.31
California,Existing,Single-Family,2018,6.49,121.483,4.2,819595.0,18469910.0,19289505.0,59.7,62.3,2.4426,0.31
Colorado,Existing,Single-Family,2018,8.363,130.421,3.0,92924.0,2961423.0,3054347.0,66.5,68.6,2.4426,0.31
Connecticut,Existing,Single-Family,2018,1.122,102.247,3.9,74502.0,1849370.0,1923872.0,63.6,66.1,2.4426,0.31
Delaware,Existing,Single-Family,2018,3.307,107.601,3.7,17826.0,462545.0,480371.0,59.8,62.1,2.4426,0.31
Florida,Existing,Single-Family,2018,7.635,127.56,3.6,368708.0,9749598.0,10118306.0,57.1,59.3,2.4426,0.31
Georgia,Existing,Single-Family,2018,7.371,120.843,4.0,204434.0,4922489.0,5126923.0,60.8,63.3,2.4426,0.31
Hawaii,Existing,Single-Family,2018,3.835,114.613,2.4,16608.0,675849.0,692457.0,60.1,61.6,2.4426,0.31
Idaho,Existing,Single-Family,2018,12.241,131.461,2.9,24667.0,837767.0,862434.0,62.2,64.1,2.4426,0.31
Illinois,Existing,Single-Family,2018,2.182,107.846,4.4,286572.0,6270844.0,6557416.0,61.9,64.7,2.4426,0.31
Indiana,Existing,Single-Family,2018,6.296,114.741,3.4,115774.0,3276805.0,3392579.0,62.7,64.9,2.4426,0.31
Iowa,Existing,Single-Family,2018,3.532,111.143,2.6,43994.0,1667817.0,1711811.0,67.4,69.2,2.4426,0.31
Kansas,Existing,Single-Family,2018,4.744,113.847,3.4,50156.0,1443204.0,1493360.0,64.6,66.9,2.4426,0.31
Kentucky,Existing,Single-Family,2018,4.271,113.255,4.2,86691.0,1966186.0,2052877.0,56.1,58.6,2.4426,0.31
Louisiana,Existing,Single-Family,2018,1.774,107.816,4.8,101760.0,2007981.0,2109741.0,56.0,58.9,2.4426,0.31
Maine,Existing,Single-Family,2018,5.309,114.441,3.2,22272.0,678584.0,700856.0,61.0,63.0,2.4426,0.31
Maryland,Existing,Single-Family,2018,2.552,108.179,3.8,124150.0,3146485.0,3270635.0,65.2,67.8,2.4426,0.31
Massachusetts,Existing,Single-Family,2018,5.253,116.369,3.5,132571.0,3686198.0,3818769.0,64.7,67.1,2.4426,0.31
Michigan,Existing,Single-Family,2018,6.179,119.329,4.2,205713.0,4739081.0,4944794.0,59.0,61.6,2.4426,0.31
Minnesota,Existing,Single-Family,2018,5.482,116.858,3.0,92432.0,2982658.0,3075090.0,67.5,69.6,2.4426,0.31
Mississippi,Existing,Single-Family,2018,2.3,107.355,4.9,62698.0,1205342.0,1268040.0,52.9,55.6,2.4426,0.31
Missouri,Existing,Single-Family,2018,5.144,114.358,3.2,98486.0,2949963.0,3048449.0,61.6,63.6,2.4426,0.31
Montana,Existing,Single-Family,2018,5.701,115.258,3.7,19927.0,515213.0,535140.0,60.9,63.3,2.4426,0.31
Nebraska,Existing,Single-Family,2018,5.264,115.943,2.9,30128.0,1006283.0,1036411.0,67.8,69.8,2.4426,0.31
Nevada,Existing,Single-Family,2018,12.93,135.386,4.4,65408.0,1429284.0,1494692.0,60.6,63.4,2.4426,0.31
New Hampshire,Existing,Single-Family,2018,5.956,115.864,2.6,20184.0,750285.0,770469.0,66.9,68.7,2.4426,0.31
New Jersey,Existing,Single-Family,2018,2.947,107.627,4.0,184074.0,4420713.0,4604787.0,60.5,63.0,2.4426,0.31
New Mexico,Existing,Single-Family,2018,3.739,110.079,4.9,46576.0,898360.0,944936.0,55.0,57.8,2.4426,0.31
New York,Existing,Single-Family,2018,4.974,113.45,4.1,401914.0,9424212.0,9826126.0,58.1,60.6,2.4426,0.31
North Carolina,Existing,Single-Family,2018,6.253,117.343,4.0,196268.0,4715616.0,4911884.0,58.7,61.2,2.4426,0.31
North Dakota,Existing,Single-Family,2018,1.039,104.859,2.4,9868.0,402201.0,412069.0,68.2,69.8,2.4426,0.31
Ohio,Existing,Single-Family,2018,5.449,114.808,4.5,261865.0,5558124.0,5819989.0,60.0,62.8,2.4426,0.31
Oklahoma,Existing,Single-Family,2018,2.643,108.905,3.3,60005.0,1771251.0,1831256.0,59.1,61.1,2.4426,0.31
Oregon,Existing,Single-Family,2018,6.109,127.33,4.0,83561.0,1996490.0,2080051.0,59.3,61.8,2.4426,0.31
Pennsylvania,Existing,Single-Family,2018,3.958,110.37,4.4,287771.0,6222004.0,6509775.0,59.9,62.7,2.4426,0.31
Rhode Island,Existing,Single-Family,2018,6.169,117.472,4.0,23134.0,549529.0,572663.0,61.9,64.5,2.4426,0.31
South Carolina,Existing,Single-Family,2018,5.845,117.168,3.4,76666.0,2205356.0,2282022.0,55.9,57.8,2.4426,0.31
South Dakota,Existing,Single-Family,2018,4.598,114.599,2.8,12789.0,446413.0,459202.0,67.3,69.2,2.4426,0.31
Tennessee,Existing,Single-Family,2018,6.96,121.176,3.5,113261.0,3143792.0,3257053.0,58.8,61.0,2.4426,0.31
Texas,Existing,Single-Family,2018,5.991,121.645,3.9,535333.0,13178793.0,13714126.0,61.5,64.0,2.4426,0.31
Utah,Existing,Single-Family,2018,9.241,127.224,2.9,46199.0,1538295.0,1584494.0,66.5,68.5,2.4426,0.31
Vermont,Existing,Single-Family,2018,3.016,106.793,2.5,8790.0,346553.0,355343.0,65.4,67.0,2.4426,0.31
Virginia,Existing,Single-Family,2018,3.339,108.949,3.0,130779.0,4228274.0,4359053.0,63.4,65.3,2.4426,0.31
Washington,Existing,Single-Family,2018,9.461,133.314,4.4,168546.0,3645992.0,3814538.0,61.3,64.2,2.4426,0.31
West Virginia,Existing,Single-Family,2018,2.373,105.337,5.1,40813.0,752602.0,793415.0,51.6,54.4,2.4426,0.31
Wisconsin,Existing,Single-Family,2018,5.421,115.078,3.0,93239.0,3030659.0,3123898.0,65.3,67.3,2.4426,0.31
Wyoming,Existing,Single-Family,2018,3.543,107.128,4.1,11875.0,280754.0,292629.0,63.0,65.7,2.4426,0.31
Alabama,Existing,Single-Family,2019,4.995,115.834,3.2,72498.0,2200437.0,2272935.0,55.9,57.8,1.8122,-0.63
Alaska,Existing,Single-Family,2019,2.266,106.681,5.6,19801.0,333360.0,353161.0,61.2,64.8,1.8122,-0.63
Arizona,Existing,Single-Family,2019,6.661,132.071,4.8,165058.0,3265708.0,3430766.0,59.0,62.0,1.8122,-0.63
Arkansas,Existing,Single-Family,2019,3.805,114.405,3.5,47426.0,1307510.0,1354936.0,56.1,58.1,1.8122,-0.63
California,Existing,Single-Family,2019,3.229,125.405,4.1,795311.0,18617933.0,19413244.0,59.9,62.5,1.8122,-0.63
Colorado,Existing,Single-Family,2019,4.921,136.84,2.7,82755.0,3022829.0,3105584.0,66.9,68.7,1.8122,-0.63
Connecticut,Existing,Single-Family,2019,2.742,105.051,3.6,69870.0,1868767.0,1938637.0,64.1,66.5,1.8122,-0.63
Delaware,Existing,Single-Family,2019,3.669,111.549,3.6,17495.0,467162.0,484657.0,59.7,61.9,1.8122,-0.63
Florida,Existing,Single-Family,2019,5.681,134.807,3.2,334148.0,9950515.0,10284663.0,57.6,59.5,1.8122,-0.63
Georgia,Existing,Single-Family,2019,5.942,128.024,3.6,184537.0,4975975.0,5160512.0,60.7,62.9,1.8122,-0.63
Hawaii,Existing,Single-Family,2019,3.093,118.158,2.5,17349.0,668774.0,686123.0,59.5,61.0,1.8122,-0.63
Idaho,Existing,Single-Family,2019,10.681,145.502,2.9,25523.0,862981.0,888504.0,62.5,64.3,1.8122,-0.63
Illinois,Existing,Single-Family,2019,2.813,110.88,4.0,260782.0,6289513.0,6550295.0,62.1,64.7,1.8122,-0.63
Indiana,Existing,Single-Family,2019,5.66,121.236,3.3,112371.0,3291950.0,3404321.0,62.6,64.7,1.8122,-0.63
Iowa,Existing,Single-Family,2019,3.217,114.719,2.7,46462.0,1696691.0,1743153.0,68.2,70.1,1.8122,-0.63
Kansas,Existing,Single-Family,2019,4.25,118.685,3.3,49289.0,1455263.0,1504552.0,64.9,67.1,1.8122,-0.63
Kentucky,Existing,Single-Family,2019,4.326,118.155,4.1,85103.0,1983872.0,2068975.0,56.4,58.9,1.8122,-0.63
Louisiana,Existing,Single-Family,2019,2.803,110.838,4.6,97763.0,2008163.0,2105926.0,56.0,58.7,1.8122,-0.63
Maine,Existing,Single-Family,2019,5.214,120.408,2.9,20335.0,677460.0,697795.0,60.5,62.3,1.8122,-0.63
Maryland,Existing,Single-Family,2019,2.901,111.318,3.4,113048.0,3221317.0,3334365.0,66.5,68.8,1.8122,-0.63
Massachusetts,Existing,Single-Family,2019,4.362,121.445,3.0,116181.0,3725143.0,3841324.0,65.1,67.1,1.8122,-0.63
Michigan,Existing,Single-Family,2019,5.293,125.645,4.1,202560.0,4773453.0,4976013.0,59.3,61.8,1.8122,-0.63
Minnesota,Existing,Single-Family,2019,4.412,122.013,3.3,101308.0,3007374.0,3108682.0,67.5,69.8,1.8122,-0.63
Mississippi,Existing,Single-Family,2019,3.744,111.374,5.5,70502.0,1208096.0,1278598.0,53.0,56.1,1.8122,-0.63
Missouri,Existing,Single-Family,2019,4.804,119.853,3.2,99118.0,2975703.0,3074821.0,61.8,63.9,1.8122,-0.63
Montana,Existing,Single-Family,2019,5.164,121.21,3.5,19055.0,524686.0,543741.0,61.4,63.6,1.8122,-0.63
Nebraska,Existing,Single-Family,2019,5.089,121.843,3.1,32847.0,1018707.0,1051554.0,68.2,70.4,1.8122,-0.63
Nevada,Existing,Single-Family,2019,6.083,143.621,4.1,63666.0,1482647.0,1546313.0,61.5,64.2,1.8122,-0.63
New Hampshire,Existing,Single-Family,2019,5.112,121.787,2.6,20024.0,760516.0,780540.0,67.3,69.1,1.8122,-0.63
New Jersey,Existing,Single-Family,2019,3.571,111.471,3.5,161970.0,4524292.0,4686262.0,61.5,63.7,1.8122,-0.63
New Mexico,Existing,Single-Family,2019,4.957,115.536,5.0,47391.0,908703.0,956094.0,55.2,58.1,1.8122,-0.63
New York,Existing,Single-Family,2019,4.267,118.291,3.9,379452.0,9474510.0,9853962.0,58.3,60.7,1.8122,-0.63
North Carolina,Existing,Single-Family,2019,5.642,123.964,3.9,192382.0,4801094.0,4993476.0,59.1,61.4,1.8122,-0.63
North Dakota,Existing,Single-Family,2019,2.67,107.659,2.2,9052.0,404793.0,413845.0,68.3,69.8,1.8122,-0.63
Ohio,Existing,Single-Family,2019,5.231,120.814,4.2,244879.0,5632572.0,5877451.0,60.6,63.2,1.8122,-0.63
Oklahoma,Existing,Single-Family,2019,3.889,113.14,3.1,57812.0,1782411.0,1840223.0,59.1,61.0,1.8122,-0.63
Oregon,Existing,Single-Family,2019,4.615,133.206,3.7,77584.0,2017199.0,2094783.0,59.3,61.6,1.8122,-0.63
Pennsylvania,Existing,Single-Family,2019,4.282,115.096,4.3,285812.0,6287804.0,6573616.0,60.4,63.1,1.8122,-0.63
Rhode Island,Existing,Single-Family,2019,4.506,122.765,3.5,20270.0,554076.0,574346.0,62.1,64.4,1.8122,-0.63
South Carolina,Existing,Single-Family,2019,5.258,123.329,2.8,64693.0,2259807.0,2324500.0,56.5,58.1,1.8122,-0.63
South Dakota,Existing,Single-Family,2019,4.432,119.678,2.8,12976.0,451353.0,464329.0,67.4,69.4,1.8122,-0.63
Tennessee,Existing,Single-Family,2019,5.763,128.16,3.3,111606.0,3223664.0,3335270.0,59.7,61.8,1.8122,-0.63
Texas,Existing,Single-Family,2019,4.799,127.483,3.5,492708.0,13429073.0,13921781.0,61.7,63.9,1.8122,-0.63
Utah,Existing,Single-Family,2019,7.453,136.707,2.5,41106.0,1577591.0,1618697.0,66.7,68.4,1.8122,-0.63
Vermont,Existing,Single-Family,2019,3.726,110.773,2.1,7490.0,346016.0,353506.0,65.0,66.4,1.8122,-0.63
Virginia,Existing,Single-Family,2019,4.026,113.335,2.8,122471.0,4292501.0,4414972.0,63.9,65.7,1.8122,-0.63
Washington,Existing,Single-Family,2019,5.564,140.731,4.2,166916.0,3766964.0,3933880.0,62.5,65.2,1.8122,-0.63
West Virginia,Existing,Single-Family,2019,2.37,107.833,5.0,39390.0,755909.0,795299.0,52.0,54.7,1.8122,-0.63
Wisconsin,Existing,Single-Family,2019,4.775,120.573,3.2,98901.0,3012828.0,3111729.0,64.5,66.6,1.8122,-0.63
Wyoming,Existing,Single-Family,2019,4.211,111.639,3.7,10887.0,282433.0,293320.0,63.1,65.6,1.8122,-0.63
Alabama,Existing,Single-Family,2020,5.796,122.548,6.4,145263.0,2124409.0,2269672.0,53.6,57.2,1.2336,-0.58
Alaska,Existing,Single-Family,2020,3.273,110.173,8.3,28852.0,318298.0,347150.0,58.4,63.7,1.2336,-0.58
Arizona,Existing,Single-Family,2020,8.223,142.931,7.8,271187.0,3199851.0,3471038.0,56.6,61.4,1.2336,-0.58
Arkansas,Existing,Single-Family,2020,4.186,119.194,6.2,83166.0,1263623.0,1346789.0,53.9,57.4,1.2336,-0.58
California,Existing,Single-Family,2020,4.243,130.726,10.1,1923991.0,17047569.0,18971560.0,54.7,60.8,1.2336,-0.58
Colorado,Existing,Single-Family,2020,4.837,143.458,6.8,208768.0,2880227.0,3088995.0,62.8,67.3,1.2336,-0.58
Connecticut,Existing,Single-Family,2020,4.439,109.714,7.9,149621.0,1734478.0,1884099.0,59.5,64.6,1.2336,-0.58
Delaware,Existing,Single-Family,2020,4.831,116.938,7.5,36532.0,449965.0,486497.0,56.6,61.2,1.2336,-0.58
Florida,Existing,Single-Family,2020,6.282,143.275,8.1,821101.0,9292632.0,10113733.0,53.1,57.7,1.2336,-0.58
Georgia,Existing,Single-Family,2020,5.902,135.58,6.5,328962.0,4766734.0,5095696.0,57.4,61.3,1.2336,-0.58
Hawaii,Existing,Single-Family,2020,2.054,120.584,11.7,77906.0,586179.0,664085.0,52.1,59.0,1.2336,-0.58
Idaho,Existing,Single-Family,2020,10.952,161.438,5.5,49471.0,852423.0,901894.0,59.9,63.3,1.2336,-0.58
Illinois,Existing,Single-Family,2020,2.932,114.13,9.3,590812.0,5759004.0,6349816.0,56.9,62.7,1.2336,-0.58
Indiana,Existing,Single-Family,2020,5.82,128.292,7.3,243638.0,3102706.0,3346344.0,58.5,63.1,1.2336,-0.58
Iowa,Existing,Single-Family,2020,3.294,118.498,5.2,86248.0,1587341.0,1673589.0,63.5,66.9,1.2336,-0.58
Kansas,Existing,Single-Family,2020,5.296,124.97,5.8,87557.0,1415445.0,1503002.0,62.8,66.7,1.2336,-0.58
Kentucky,Existing,Single-Family,2020,5.09,124.169,6.5,130929.0,1886072.0,2017001.0,53.4,57.1,1.2336,-0.58
Louisiana,Existing,Single-Family,2020,3.653,114.887,8.6,177595.0,1887347.0,2064942.0,52.6,57.5,1.2336,-0.58
Maine,Existing,Single-Family,2020,6.522,128.261,5.1,33940.0,636655.0,670595.0,56.4,59.4,1.2336,-0.58
Maryland,Existing,Single-Family,2020,4.152,115.94,6.5,210055.0,3031031.0,3241086.0,62.2,66.5,1.2336,-0.58
Massachusetts,Existing,Single-Family,2020,4.944,127.449,9.4,350774.0,3399381.0,3750155.0,59.2,65.3,1.2336,-0.58
Michigan,Existing,Single-Family,2020,5.103,132.058,10.0,483886.0,4379122.0,4863008.0,54.3,60.3,1.2336,-0.58
Minnesota,Existing,Single-Family,2020,4.603,127.629,6.3,196146.0,2938015.0,3134161.0,65.5,69.8,1.2336,-0.58
Mississippi,Existing,Single-Family,2020,4.061,115.897,8.0,99638.0,1147391.0,1247029.0,50.3,54.6,1.2336,-0.58
Missouri,Existing,Single-Family,2020,5.253,126.149,6.1,185933.0,2851947.0,3037880.0,58.9,62.8,1.2336,-0.58
Montana,Existing,Single-Family,2020,6.124,128.633,5.8,31789.0,513545.0,545334.0,59.3,62.9,1.2336,-0.58
Nebraska,Existing,Single-Family,2020,4.468,127.287,4.3,44946.0,1003443.0,1048389.0,66.7,69.6,1.2336,-0.58
Nevada,Existing,Single-Family,2020,4.785,150.493,13.5,203641.0,1302990.0,1506631.0,53.0,61.3,1.2336,-0.58
New Hampshire,Existing,Single-Family,2020,6.57,129.788,6.7,50993.0,713144.0,764137.0,62.5,67.0,1.2336,-0.58
New Jersey,Existing,Single-Family,2020,4.744,116.759,9.4,437937.0,4212389.0,4650326.0,57.0,62.9,1.2336,-0.58
New Mexico,Existing,Single-Family,2020,6.108,122.593,7.9,73571.0,858350.0,931921.0,51.6,56.1,1.2336,-0.58
New York,Existing,Single-Family,2020,4.928,124.12,9.8,935358.0,8645489.0,9580847.0,53.3,59.0,1.2336,-0.58
North Carolina,Existing,Single-Family,2020,5.802,131.156,7.2,347623.0,4491749.0,4839372.0,54.6,58.8,1.2336,-0.58
North Dakota,Existing,Single-Family,2020,2.367,110.208,5.0,20384.0,389415.0,409799.0,65.4,68.8,1.2336,-0.58
Ohio,Existing,Single-Family,2020,6.044,128.116,8.2,473768.0,5280930.0,5754698.0,56.6,61.6,1.2336,-0.58
Oklahoma,Existing,Single-Family,2020,4.962,118.754,6.3,116031.0,1725318.0,1841349.0,56.8,60.6,1.2336,-0.58
Oregon,Existing,Single-Family,2020,5.307,140.276,7.6,159795.0,1947567.0,2107362.0,56.6,61.2,1.2336,-0.58
Pennsylvania,Existing,Single-Family,2020,5.143,121.016,8.9,581383.0,5933182.0,6514565.0,56.7,62.3,1.2336,-0.58
Rhode Island,Existing,Single-Family,2020,5.682,129.74,9.2,52236.0,517949.0,570185.0,57.8,63.6,1.2336,-0.58
South Carolina,Existing,Single-Family,2020,5.404,129.994,6.0,139855.0,2195171.0,2335026.0,54.0,57.5,1.2336,-0.58
South Dakota,Existing,Single-Family,2020,4.966,125.621,4.2,19606.0,444899.0,464505.0,65.8,68.7,1.2336,-0.58
Tennessee,Existing,Single-Family,2020,6.282,136.21,7.5,246521.0,3056709.0,3303230.0,55.9,60.4,1.2336,-0.58
Texas,Existing,Single-Family,2020,4.641,133.399,7.7,1071529.0,12883803.0,13955332.0,58.1,62.9,1.2336,-0.58
Utah,Existing,Single-Family,2020,7.391,146.81,4.8,79599.0,1567777.0,1647376.0,64.6,67.9,1.2336,-0.58
Vermont,Existing,Single-Family,2020,5.129,116.454,5.7,19268.0,320542.0,339810.0,59.8,63.4,1.2336,-0.58
Virginia,Existing,Single-Family,2020,4.891,118.879,6.5,280533.0,4062417.0,4342950.0,60.0,64.2,1.2336,-0.58
Washington,Existing,Single-Family,2020,6.849,150.369,8.5,332714.0,3603370.0,3936084.0,58.9,64.3,1.2336,-0.58
West Virginia,Existing,Single-Family,2020,4.194,112.356,8.2,64276.0,715637.0,779913.0,49.5,53.9,1.2336,-0.58
Wisconsin,Existing,Single-Family,2020,4.481,125.975,6.4,197294.0,2897422.0,3094716.0,61.6,65.8,1.2336,-0.58
Wyoming,Existing,Single-Family,2020,5.053,117.28,5.9,17260.0,276495.0,293755.0,61.4,65.2,1.2336,-0.58
Alabama,Existing,Single-Family,2021,13.032,138.518,3.4,76019.0,2183330.0,2259349.0,54.7,56.6,4.6979,3.46
Alaska,Existing,Single-Family,2021,8.377,119.402,6.4,22633.0,330525.0,353158.0,60.6,64.7,4.6979,3.46
Arizona,Existing,Single-Family,2021,21.946,174.299,5.1,178381.0,3352198.0,3530579.0,58.2,61.3,4.6979,3.46
Arkansas,Existing,Single-Family,2021,12.919,134.593,4.1,54336.0,1285329.0,1339665.0,54.4,56.7,4.6979,3.46
California,Existing,Single-Family,2021,14.052,149.095,7.3,1387063.0,17586314.0,18973377.0,56.6,61.0,4.6979,3.46
Colorado,Existing,Single-Family,2021,15.267,165.36,5.4,171906.0,2986238.0,3158144.0,64.4,68.1,4.6979,3.46
Connecticut,Existing,Single-Family,2021,13.845,124.904,6.3,116306.0,1739033.0,1855339.0,59.2,63.2,4.6979,3.46
Delaware,Existing,Single-Family,2021,12.502,131.557,5.5,27161.0,466770.0,493931.0,57.7,61.1,4.6979,3.46
Florida,Existing,Single-Family,2021,17.662,168.58,4.6,480794.0,9872517.0,10353311.0,55.5,58.2,4.6979,3.46
Georgia,Existing,Single-Family,2021,15.32,156.35,3.9,201559.0,4977562.0,5179121.0,59.3,61.7,4.6979,3.46
Hawaii,Existing,Single-Family,2021,9.997,132.639,6.0,40361.0,629626.0,669987.0,56.0,59.6,4.6979,3.46
Idaho,Existing,Single-Family,2021,26.701,204.544,3.5,32240.0,893169.0,925409.0,60.7,62.9,4.6979,3.46
Illinois,Existing,Single-Family,2021,8.808,124.182,6.1,385984.0,5980444.0,6366428.0,59.3,63.1,4.6979,3.46
Indiana,Existing,Single-Family,2021,13.573,145.705,3.9,130582.0,3225060.0,3355642.0,60.5,62.9,4.6979,3.46
Iowa,Existing,Single-Family,2021,9.371,129.602,3.8,64200.0,1626168.0,1690368.0,64.8,67.3,4.6979,3.46
Kansas,Existing,Single-Family,2021,12.097,140.087,3.3,49473.0,1451204.0,1500677.0,64.2,66.4,4.6979,3.46
Kentucky,Existing,Single-Family,2021,11.847,138.88,4.4,89628.0,1937537.0,2027165.0,54.8,57.4,4.6979,3.46
Louisiana,Existing,Single-Family,2021,7.302,123.276,5.6,115485.0,1958087.0,2073572.0,54.7,57.9,4.6979,3.46
Maine,Existing,Single-Family,2021,17.369,150.538,4.6,31827.0,653341.0,685168.0,57.2,60.0,4.6979,3.46
Maryland,Existing,Single-Family,2021,11.066,128.77,5.3,168222.0,3005067.0,3173289.0,61.5,65.0,4.6979,3.46
Massachusetts,Existing,Single-Family,2021,12.653,143.575,5.5,207291.0,3535696.0,3742987.0,61.5,65.1,4.6979,3.46
Michigan,Existing,Single-Family,2021,12.997,149.222,5.8,277993.0,4501562.0,4779555.0,55.8,59.3,4.6979,3.46
Minnesota,Existing,Single-Family,2021,11.509,142.319,3.8,115175.0,2924148.0,3039323.0,64.9,67.5,4.6979,3.46
Mississippi,Existing,Single-Family,2021,10.156,127.667,5.5,68614.0,1187096.0,1255710.0,52.1,55.1,4.6979,3.46
Missouri,Existing,Single-Family,2021,12.766,142.253,4.1,124810.0,2925218.0,3050028.0,60.2,62.7,4.6979,3.46
